id,h,omega,nu,U,u*,z*
0,714.8481804108104,3.270813563934624e-07,0.0103480391875602,3.9362514794911054,4.373922951698772,714.8481804108104
1,37.75947041269029,0.0005967478983577,0.0282700597372884,51.69471100659697,55.0095748401899,22.98501069530237
2,4793.296821522109,5.002740154345476e-11,5.471172027793956e-05,228.85711244641053,246.913461327228,3986.903017381262
3,252.6955237560556,2.312995794244604e-05,0.0164436390051406,54.80594438860884,58.47897142126226,88.86551925648043
4,5.2214717117381575,0.0016758257464692,0.002551406998958,33.44663414213949,36.75791669414207,5.2214717117381575
5,3.601932941193647,0.0097209522768511,0.0039377180094592,7.52297094902615,8.005687745650528,2.1161986493870257
6,6569.666464013924,5.3740639930886984e-08,0.0569845001208271,345.9598078946278,368.742372680021,3414.281551011837
7,352.8882349943318,9.91313457499166e-07,0.0038314932836143,347.1314596311044,369.4124802300906,206.6220971851189
8,2012.6429972065428,1.860078305618205e-08,0.000639285571916,55.32902674061175,59.0370492218285,617.6023920213715
9,1.3088010324207835,0.0022286144733557,9.045516435699636e-05,2.96352165570218,3.159443543479901,0.6681456760827844
10,27.513086072798984,0.0004613427760373,0.0082332274209264,225.80438359899216,240.7402116482808,14.012465921453533
11,2.413625854643443,0.0057258306602514,0.0005438738830427,380.0932260283938,405.61462174463895,1.026961830931507
12,2.323650999415442,0.010828848070358,0.0024581758939256,5.078277518206897,5.43125315517119,1.675222684915634
13,1.251446739196162,0.0680920117510734,0.0068346788857837,116.78988894350448,130.2055806537184,1.251446739196162
14,577.8944080691034,5.622829937164624e-06,0.0922191510125218,25.293009619185383,27.37555163642316,508.417604858555
15,16.92008020717383,1.2884026249226669e-06,1.6891628949602487e-05,8.112338399169333,8.723114830257954,13.342459727281302
16,1935.620791951275,3.474172934543287e-10,7.662852242347339e-05,253.13669357216293,279.8288270292542,1935.620791951275
17,3352.789059561411,2.6214090792287333e-08,0.0145301148268531,517.7266820105024,560.6034422893176,2976.5308754417965
18,7.259036232505397,4.676189197815111e-05,0.0001429209651267,53.6705635435579,59.23473984751563,7.259036232505397
19,269.6896412597151,5.962683194246068e-06,0.0195793931490329,239.75283129317967,257.5250738990372,209.10523095072125
20,96.41142504760948,0.0006251888484496,0.3109599668428855,43.26874782711275,47.31597750661376,96.41142504760948
21,7989.580216132271,2.2148158500290847e-10,5.611090945200408e-05,90.08094717355957,96.11814393362096,1676.549239192389
22,1473.54543647917,1.1019599164078157e-08,0.0009525180822093,468.7100088106217,500.17175536779774,1014.2968287507148
23,8502.109307157183,1.4347563404774403e-06,0.4229713893566864,714.9493163439978,762.8650202694531,1809.6107827195924
24,65.98981055099085,0.0020845655146989,0.4781971996394919,3.9508314909789504,4.312267980606653,65.98981055099085
25,3.8734002268421146,0.1495506320794154,0.0752399853968252,16.195721469877615,17.234672945577696,2.370995137854945
26,1687.471603526301,2.4334144996501047e-08,0.0012635731563413,250.41526684258,267.21812998782417,758.8390007455738
27,1.0367771100871204,125.23113071743413,0.3423264078961074,460.0465054598385,490.878702439076,0.174213397174071
28,19.064514047186755,7.002615987081278e-07,1.0727995062965788e-05,447.0226607958973,478.1542934122157,13.778773605218191
29,495.6802109594805,5.077365164086957e-07,0.0068443802684922,42.07914722944518,46.15089769636276,495.6802109594805
30,25.93788715877972,0.0018299737950859,0.0533055762238448,470.21818702810447,503.6914537373264,19.22900776364025
31,29.42739897086697,4.109470111273084e-06,0.0001335498638479,61.10153765094963,65.10068722339506,19.37887525747031
32,77.16650638310692,1.6365820556944521e-07,1.986399386022324e-05,69.29510507094142,73.92872922275316,36.63055003943043
33,78.22459786585651,6.3834028284163e-05,0.0028800795306278,590.3463358943513,629.9111743440402,22.376710331701304
34,15.5610782875984,0.0004809277089664,0.0005761950441578,21.332955532727063,22.762683928393127,3.648246399893043
35,11.519261063120082,0.0228007685393748,0.0447535463408213,1.292448752202612,1.3791886378308265,4.668538290434344
36,1663.4016003176896,1.5571987600815083e-06,0.0618334003108616,13.25905382151792,14.14871634422461,664.1627513971011
37,8.1489477761213,0.0001508769243018,0.0002842340853441,4.038009770027197,4.2993259737961536,4.549652579146739
38,9694.780067719716,5.216088267171963e-10,0.0002933833610826,308.26603617474865,328.9259708491426,2499.814264311005
39,18.839502053980432,1.7947754630097288e-05,0.000209994410793,507.4337627925332,539.9648556179159,11.415253394980342
40,1.849904373190748,0.1250591588482658,0.005331768827627,726.8876874820318,775.6185163278217,0.6883020872444071
41,7.338116718180049,0.0004153559867711,0.000336730341611,229.931881664444,245.36508754912512,3.0004221988317705
42,13.918095141181762,0.0203746365144433,0.034712677557067,3.0224060996312745,3.2249580760750223,4.348882698644911
43,5347.496671079834,5.014545701832053e-09,0.0072821013375203,1.4951096876869798,1.624577399292269,5347.496671079834
44,1.5876523755082317,2.2792850112935907,0.2318902616764891,249.6568567935439,266.5445028622792,1.1049095047795836
45,1.3017932661322598,0.2522443682130419,0.0211858174604877,12.800105405933463,13.8681214960663,1.1697650232978818
46,9.535197998146948,0.5513531488508963,0.9798671101355928,60.07364727853658,64.09761443762618,4.434754019942319
47,82.65917695598577,9.531617552186908e-06,0.0031282556164063,151.2136598219903,163.2878844104219,69.76176586863453
48,1679.3312743791594,9.013780853276529e-08,0.0081683164229596,444.34706630581707,472.83144888188696,1002.7613230689718
49,1099.3519135753688,1.5295426428855153e-08,0.001162503938553,256.69312342847644,285.6687724254818,1099.3519135753688
50,46.250086986333216,1.869421927498139e-05,5.339588607736092e-05,7.9735452395406945,8.507929402595785,5.634387472429872
51,285.1257341712038,6.693987212199343e-08,0.0001988976658071,6.15476237273429,6.554525854519169,184.3421429968656
52,1741.539670876414,3.1943340507900786e-07,0.0216753754500153,2.916433970086937,3.110271039066851,864.6732272685057
53,11.50563156583518,0.2729019545442852,0.9884727040971304,569.5159745079307,606.532051416045,6.306347367551189
54,1.7174669803548062,7.280614068052491,0.0394101610586251,16.31244211744614,17.405695613546182,0.2453033454637591
55,9.170175999516625,0.0054214494726362,0.0154584459430559,179.09950807288143,190.59665430875268,5.649958407383718
56,9.549045469290537,0.029321343334342,0.0039892348081401,2.5840788786281736,2.7572627400203737,1.228252897930349
57,24.65109888849344,1.0925863838871255e-06,4.2497215084953066e-05,4.972311223185622,5.542814781642896,24.65109888849344
58,98.07720411941582,4.069415290049772e-08,1.2910441078290764e-05,19.82575268095006,21.096777216952244,59.446675031372266
59,4358.05414591139,7.15193850425068e-11,1.6346569492896877e-05,450.7676512222757,480.98319798507686,1593.6233204092862
60,1.3060676510504243,5.032098360557075,0.0340090374635183,47.36440346294947,50.53874950403201,0.2738065409683626
61,5.673530148226633,0.0004476897402223,0.0004814370284266,901.8088154611522,959.6491045581316,3.464950498606904
62,203.47812546006665,9.236063395916056e-05,0.1306340624928602,3.6880242663682528,3.9249156997931296,125.93745152499424
63,2565.328423098407,1.3396004123131473e-07,0.0511122824096011,798.4703126475678,881.2096646387432,2565.328423098407
64,19.69104635198959,0.0104654470389505,0.0185019692931798,83.18518505859326,88.76023272474427,4.431371703538366
65,6.678568814603208,0.0309751646359635,0.0255016992051116,46.46302355771567,49.58002801842011,3.0206529485532814
66,1425.9393675007298,2.2215214373678464e-10,2.587053228187029e-05,11.067590432390729,12.198011377176572,1425.9393675007298
67,114.1698356217444,3.706987230083735e-07,0.000240374533536,546.5709260587707,592.4291459138093,103.6184325296768
